Functional Block ,Enclosure,Instance per,Prefix,interface_inst_name,counter name,CounterType,IMG Counter,priority(0 is highest),Group,Signalwidth,sub num(counter num per PFM),PH NEW,desc,comment,CMP_WITH_CSIM,,OWNER,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NOISSUE_BY_DSF_NOT_ZERO,CYCLE,,0,0,1,4,0,Cycles wave unable to issue by long latency dependency. MPE max supports 24 wave32 in flight. Max increment per cycle is 24.,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NOISSUE_BY_NDSF_REUSE,CYCLE,,0,0,1,4,0,Cycles wave unable to issue by NDSF ready for set. MPE max supports 24 wave32 in flight. Max increment per cycle is 24.,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NOISSUE_BY_DSF_MAX,CYCLE,,0,0,1,4,0,Cycles wave unable to issue by DSF not max. MPE max supports 24 wave32 in flight. Max increment per cycle is 24.,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NOISSUE_BY_NDSF_MAX,CYCLE,,0,0,1,4,0,Cycles wave unable to issue by NDSF not max. MPE max supports 24 wave32 in flight. Max increment per cycle is 24.,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NOISSUE_BY_IC_FULL,CYCLE,,0,0,1,4,0,Cycles wave unable to issue by cache full. MPE max supports 24 wave32 in flight. Max increment per cycle is 24.,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NOISSUE_BY_RUNNING,CYCLE,,0,0,1,4,0,Cycles wave unable to issue by wave in running. MPE max supports 24 wave32 in flight. Max increment per cycle is 24.,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NOISSUE_BY_MISC,CYCLE,,0,0,1,4,0,Cycles wave unable to issue by other reasons. MPE max supports 24 wave32 in flight. Max increment per cycle is 24. wave in running but not issue by other reason.,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NOISSUE_BY_SCHED,CYCLE,,0,0,1,4,0,"Cycles wave unable to issue but not been issued. MPE max supports 24 wave32 in flight. Max increment per cycle is 24. wave in active status and will be emitted, but this wave has not been issued this cycle",,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NOISSUE_BY_MUTEX_LOCK{MP|MPE|GLOBAL|SQUAD},,,,,,,,,,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_REPLAY_BY_NOINST,WORKLOAD,,0,0,1,4,0,Cycles wave unable to issue in ICTRL (replay) by no inst. 1 cycle only process 1 instr. So max incr is 1. (add in ictrl),,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_REPLAY_BY_PIPEFULL,WORKLOAD,,0,0,1,4,0,Cycles wave unable to issue (replay) by pipefull. 1 cycle only process 1 instr. So max incr is 1. (add in ictrl),,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_REPLAY_BY_OB,WORKLOAD,,0,0,1,4,0,Cycles wave unable to issue (replay) by output buffer. 1 cycle only process 1 instr. So max incr is 1. (add in ictrl),,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_REPLAY_BY_PASSGROUP,WORKLOAD,,0,0,1,4,0,Cycles wave unable to issue (replay) by passgroup. 1 cycle only process 1 instr. So max incr is 1. (add in ictrl),,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_REPLAY_BY_DSF_NOT_ZERO,WORKLOAD,,0,0,1,4,0,Cycles wave unable to issue (replay) by long latency dependency. 1 cycle only process 1 instr. So max incr is 1. (add in ictrl),,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_REPLAY_BY_NDSF_REUSE,WORKLOAD,,0,0,1,4,0,Cycles wave unable to issue (replay) by NDSF ready for set. 1 cycle only process 1 instr. So max incr is 1. (add in ictrl),,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_REPLAY_BY_DSF_MAX,WORKLOAD,,0,0,1,4,0,Cycles wave unable to issue (replay) by  DSF not max. 1 cycle only process 1 instr. So max incr is 1. (add in ictrl),,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_REPLAY_BY_NDSF_MAX,WORKLOAD,,0,0,1,4,0,Cycles wave unable to issue (replay) by NDSF not max. 1 cycle only process 1 instr. So max incr is 1. (add in ictrl),,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ICTRL_MUTEX_LOCK_CYCLE_SQUAD,,,,,,,,,,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ICTRL_MUTEX_LOCK_CYCLE_MPE,,,,,,,,,,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ICTRL_MUTEX_LOCK_CYCLE_MP,,,,,,,,,,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ICTRL_MUTEX_LOCK_CYCLE_GLOBAL,,,,,,,,,,,,,,,,,
US,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_US_RD_REQ,WORKLOAD,,0,0,1,4,0,"Number of MPE unified storage request to translate virtual addr to physical addr  number, sum of all banks.  Per MPE has 4us, each us has 4bank. Max incr is 16",,,,,,,,,
US,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_US{0-3}_BANK{0-3}_RD_REQ,,,,,,,,,FOR access balance check?,,,,,,,,
US,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_US_WR_REQ,WORKLOAD,,0,0,1,4,0,"Number of MPE unified storage write request number, sum of all banks  Per MPE has 4us, each us has 4bank. Max incr is 16",,,,,,,,,
US,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_US{0-3}_BANK{0-3}_WR_REQ,,,,,,,,,,,,,,,,,
IS,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_IS_RD_REQ,WORKLOAD,,0,0,1,4,0,at lease one instance operate irs read happens at this cycle,"each MPE has two irs, so this event need or_reduce in MPE level",TRUE,,xiaojie.geng,,,,,
IS,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_IS_WR_REQ,WORKLOAD,,0,0,1,4,0,at lease one instance operate irs write happens at this cycle,"each MPE has two irs, so this event need or_reduce in MPE level",TRUE,,xiaojie.geng,,,,,
SR,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_SL_RD_REQ,WORKLOAD,,0,0,1,4,1,Number of Slot register read request number,,,,,,,,,
SR,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_SL_WR_REQ,WORKLOAD,,0,0,1,4,1,Number of slot register write request number,,,,,,,,,
CR,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_CF_WR_REQ,WORKLOAD,,0,0,1,4,0,MPE coefficient storage write request number,,,,,,,,,
CR,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_CF_RD_REQ,WORKLOAD,,0,0,1,4,0,MPE coefficient storage request to translate virtual addr to physical addr  number,,,,,,,,,
SH,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_SH_RD_REQ,WORKLOAD,,0,0,1,4,0,MPE shared storage request to translate virtual addr to physical addr  number,,,,,,,,,
SH,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_SH_IOC_CACHE_REQ_NUM,WORKLOAD,,0,0,1,4,0,MPE SH IO ctrl read cache request to translate virtual addr to physical addr  hit number,,,,,,,,,
SH,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_SH_IOC_CACHE_MISS_NUM,WORKLOAD,,0,0,1,4,0,MPE SH IO ctrl read cache request to translate virtual addr to physical addr  miss number,,,,,,,,,
SH,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_SH_TCE_CACHE_REQ_NUM,WORKLOAD,,,,1,4,1,MPE SH TCE read cache hit request number,,,,,,,,,
SH,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_SH_TCE_CACHE_MISS_NUM,WORKLOAD,,,,1,4,1,MPE SH TCE read cache miss request number,,,,,,,,,
SH,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_SH_READ_CACHE_REQ_NUM,WORKLOAD,,0,0,1,4,0,MPE SH External Pipeline read cache hit request number,,,,,,,,,
SH,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_SH_READ_CACHE_MISS_NUM,WORKLOAD,,0,0,1,4,0,MPE SH External Pipeline read cache miss request number,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_ALL,WORKLOAD,,0,x,5,4,1,sum of following shader types launched??? removed in qy2,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_ALL_WAVE32,,,,,,,,,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_ALL_WAVE128,,,,,,,,,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_VERTEX,WORKLOAD,,0,0,5,4,1,"Number of MPE Received Wave, for VERTEX",,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_HULL,WORKLOAD,,0,0,5,4,1,"Number of MPE Received Waves, for HULL",,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_DOMAIN,WORKLOAD,,0,0,5,4,1,"Number of MPE Received Waves, for DOMAIN",,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_GEOM,WORKLOAD,,0,0,5,4,1,"Number of MPE Received Waves, for GEOM",,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_FRAG,WORKLOAD,,0,0,5,4,1,"Number of MPE Received Waves, for FRAG",,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_COMPUTE,WORKLOAD,,0,0,5,4,1,"Number of MPE Received Waves, for COMPUTE",,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_LAUNCHED_TDM,WORKLOAD,,0,0,5,4,1,"Number of MPE Received Waves, for 2D",,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_ALL,CYCLE,,0,0,5,4,1,count when MPE has at least one NON-EMPTY slots (so every cycle only increment 1) (any shader type),,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_ALL_WAVE32,,,,,,,,,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_ALL_WAVE128,,,,,,,,,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_VERTEX,CYCLE,,0,0,5,4,1,count when MPE has at least one NON-EMPTY slots (so every cycle only increment 1)(VS),,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_HULL,CYCLE,,0,0,5,4,1,count when MPE has at least one NON-EMPTY slots (so every cycle only increment 1) (HS),,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_DOMAIN,CYCLE,,0,0,5,4,1,count when MPE has at least one NON-EMPTY slots (so every cycle only increment 1) (DS),,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_GEOM,CYCLE,,0,0,5,4,1,count when MPE has at least one NON-EMPTY slots (so every cycle only increment 1) (GS),,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_FRAG,CYCLE,,0,0,5,4,1,count when MPE has at least one NON-EMPTY slots (so every cycle only increment 1) (FS),,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_COMPEUTE,CYCLE,,0,0,5,4,1,count when MPE has at least one NON-EMPTY slots (so every cycle only increment 1)(COMPUTE),,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_NON_EMPTY_WAVE_CYCLES_TDM,CYCLE,,0,0,5,4,1,count when MPE has at least one NON-EMPTY slots (so every cycle only increment 1),,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_ALL,WORKLOAD,,0,0,5,4,1,Number of MPE non-empty slots (so every cycle this counter increments by number of slots which are valid). MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_ALL_WAVE32,WORKLOAD,,,,,,,,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_ALL_WAVE128,WORKLOAD,,,,,,,,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_vertex,,,,,,,,,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_HULL,WORKLOAD,,0,0,5,4,1,Number of MPE non-empty slots (so every cycle this counter increments by number of slots which are valid). MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_DOMAIN,WORKLOAD,,0,0,5,4,1,Number of MPE non-empty slots (so every cycle this counter increments by number of slots which are valid). MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_GEOM,WORKLOAD,,0,0,5,4,1,Number of MPE non-empty slots (so every cycle this counter increments by number of slots which are valid). MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_FRAG,WORKLOAD,,0,0,5,4,1,Number of MPE non-empty slots (so every cycle this counter increments by number of slots which are valid). MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_COMPUTE,WORKLOAD,,0,0,5,4,1,Number of MPE non-empty slots (so every cycle this counter increments by number of slots which are valid). MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_FILLED_TDM,WORKLOAD,,0,0,5,4,1,Number of MPE non-empty slots (so every cycle this counter increments by number of slots which are valid). MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_INVALID,WORKLOAD,,0,0,5,4,1,Number of MPE slots which is at INVALID state . MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_RUNNING,WORKLOAD,,,,,,,Number of MPE slots which is at RUNNING state . MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_WAIT_ACTIVE,WORKLOAD,,0,0,5,4,1,Number of MPE slots which is at WAIT ACTIVE state . MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_WAVE_READY,WORKLOAD,,0,0,5,4,1,Number of MPE slots which is at READY state . MPE max supports 24 wave32 in flight. Max increment per cycle is 24,,,,,,,,,
WM,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ACTIVE_WAVE_NUM,WORKLOAD,,0,0,1,4,1,Number of MPE active slots include initialize + wait_active + running. (so every cycle this counter increments by number of active slots in the MPE). Max Increment per cycle is (taskMode ? 12 : 24),,,,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ID_INSTR_EXEC_VERTEX,WORKLOAD,PERF_USC_ID_INSTR_EXEC_GEOM,0,0,2,8,0,"Number of instructions executed by the MPE Instruction Decode for vertex (active instance count, i.e. if all instances active in the wave, the max increment per cycle is wave size (waveMode ? 32 :128)",,,1,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ID_INSTR_EXEC_HULL,WORKLOAD,PERF_USC_ID_INSTR_EXEC_GEOM,0,0,2,8,0,Number of instructions executed by the MPE Instruction Decode for hull,,,1,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ID_INSTR_EXEC_DOMAIN,WORKLOAD,PERF_USC_ID_INSTR_EXEC_GEOM,0,0,2,8,0,Number of instructions executed by the MPE Instruction Decode for domain,,,1,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ID_INSTR_EXEC_GEOM,WORKLOAD,PERF_USC_ID_INSTR_EXEC_GEOM,0,0,2,8,0,Number of instructions executed by the MPE Instruction Decode for geometry,,,1,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ID_INSTR_EXEC_FRAG,WORKLOAD,PERF_USC_ID_INSTR_EXEC_FRAG,0,0,2,8,0,Number of instructions executed by the MPE Instruction Decode for fragment,,,1,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ID_INSTR_EXEC_COMPUTE,WORKLOAD,PERF_USC_ID_INSTR_EXEC_COMP,0,0,2,8,0,Number of instructions executed by the MPE Instruction Decode for coMPEute,,,1,,,,,,
ICTRL,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_ID_INSTR_EXEC_TDM,WORKLOAD,　,0,0,2,8,0,Number of instructions executed by the MPE Instruction Decode for tdm,,,,,,,,,
CEU,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_COND_NESTING_DEPTH,,,,,,,,Count when conditional nesting,EMC SPEC CHECK,,,,,,,,
CEU,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_COND_DIVERGE_NUM,,,,,,,,Count when the shader COND instr divergence happen.,,,,,,,,,
CEU,MP,MPE,CORE{m}_SPU{n}_MP{i},,MPE{N}_COND_DIVERGE_CYCLE,,,,,,,,"count cycles when Divergence take place, stop at corresponding Convergence comes in temp counter(if nesting happens ignore it, just check the start diverge and it's converge time),  then accumulate the temp counters together (sum of divergence cycles)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
FQ,,,,,MPE{n}_FQ_FIFO0_OCCUPIED,,,,,,,,MAX incr fifo depth,,,,,,,,,
FQ,,,,,MPE{n}_FQ_FIFO1_OCCUPIED,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
